"station_in","station_out","value","shortest_paths"
"美兰湖","镇坪路",160,15
"美兰湖","长寿路",270,16
"美兰湖","长江南路",9,25
"美兰湖","长清路",32,24
"美兰湖","闵行开发区",1,37
"美兰湖","陆家嘴",115,22
"美兰湖","陆家浜路",47,23
"美兰湖","陕西南路",57,20
"美兰湖","隆德路",15,17
"美兰湖","隆昌路",15,24
"美兰湖","静安寺",363,18
"美兰湖","鞍山新村",11,22
"美兰湖","顾村公园",553,4
"美兰湖","颛桥",15,30
"美兰湖","马当路",33,23
"美兰湖","马陆",2,25
"美兰湖","高科西路",34,27
"美兰湖","高青路",2,29
"美兰湖","鲁班路",46,23
"美兰湖","鹤沙航城",5,31
"美兰湖","黄兴公园",2,26
"美兰湖","黄兴路",13,24
"美兰湖","黄陂南路",69,21
"美兰湖","龙华",3,22
"美兰湖","龙华中路",56,22
"美兰湖","龙柏新村",4,25
"美兰湖","龙溪路",3,24
"美兰湖","龙漕路",36,23
"美兰湖","龙耀路",1,24
"美兰湖","龙阳路",44,27
"翔殷路","七宝",31,23
"翔殷路","三林",19,21
"翔殷路","三林东",9,21
"翔殷路","三门路",1,11
"翔殷路","上南路",7,22
"翔殷路","上大路",1,19
"翔殷路","上海体育场",42,18
"翔殷路","上海体育馆",55,18
"翔殷路","上海儿童医学中心",4,16
"翔殷路","上海动物园",6,22
"翔殷路","上海南站",69,20
"翔殷路","上海图书馆",16,15
"翔殷路","上海大学",5,21
"翔殷路","上海汽车城",4,26
"翔殷路","上海游泳馆",2,18
"翔殷路","上海火车站",108,10
"翔殷路","上海科技馆",24,14
"翔殷路","上海西站",10,16
"翔殷路","上海赛车场",4,24
"翔殷路","上海野生动物园",2,23
"翔殷路","上海马戏城",23,13
"翔殷路","世纪公园",13,15
"翔殷路","世纪大道",24,13
"翔殷路","东安路",42,17
"翔殷路","东宝兴路",22,9
"翔殷路","东川路",11,30
"翔殷路","东方体育中心",8,20
"翔殷路","东昌路",28,13
"翔殷路","东明路",1,19
"翔殷路","东陆路",1,16
"翔殷路","东靖路",1,18
"翔殷路","中兴路",101,10
"翔殷路","中华艺术宫",12,16
"翔殷路","中山公园",85,15
"翔殷路","中山北路",6,11
"翔殷路","中春路",5,24
"翔殷路","中潭路",27,11
"翔殷路","丰庄",10,18
"翔殷路","临平路",10,9
"翔殷路","临沂新村",8,17
"翔殷路","临港大道",5,27
"翔殷路","九亭",31,25
"翔殷路","书院",1,26
"翔殷路","云台路",8,18
"翔殷路","云山路",3,18
"翔殷路","云锦路",4,20
"翔殷路","五洲大道",2,19
"翔殷路","五莲路",2,18
"翔殷路","五角场",3,9
"翔殷路","交通大学",39,16
"翔殷路","人民广场",484,12
"翔殷路","伊犁路",28,19
"翔殷路","佘山",9,27
"翔殷路","兆丰路",7,28
"翔殷路","光明路",2,29
"翔殷路","共富新村",13,19
"翔殷路","共康路",4,16
"翔殷路","凌兆新村",27,21
"翔殷路","凌空路",3,24
"翔殷路","刘行",8,24
"翔殷路","创新中路",2,21
"翔殷路","剑川路",11,29
"翔殷路","北新泾",13,18
"翔殷路","北桥",5,28
"翔殷路","北洋泾路",1,16
"翔殷路","华夏东路",9,22
"翔殷路","华夏中路",1,17
"翔殷路","华夏西路",4,21
"翔殷路","华宁路",5,32
"翔殷路","南京东路",100,11
"翔殷路","南京西路",90,13
"翔殷路","南浦大桥",12,16
"翔殷路","南翔",23,21
"翔殷路","南陈路",1,20
"翔殷路","博兴路",2,19
"翔殷路","友谊西路",4,21
"翔殷路","友谊路",3,19
"翔殷路","合川路",30,21
"翔殷路","同济大学",38,7
"翔殷路","后滩",3,19
"翔殷路","周浦东",12,19
"翔殷路","呼兰路",4,18
"翔殷路","唐镇",11,20
"翔殷路","商城路",34,14
"翔殷路","嘉善路",29,17
"翔殷路","嘉定北",24,26
"翔殷路","嘉定新城",8,23
"翔殷路","嘉定西",8,25
"翔殷路","四川北路",75,9
"翔殷路","四平路",213,6
"翔殷路","国权路",5,8
"翔殷路","国际客运中心",10,11
"翔殷路","场中路",4,18
"翔殷路","塘桥",31,16
"翔殷路","外环路",14,23
"翔殷路","外高桥保税区南",1,21
"翔殷路","大世界",156,13
"翔殷路","大华三路",16,15
"翔殷路","大木桥路",33,17
"翔殷路","大柏树",5,10
"翔殷路","大渡河路",11,15
"翔殷路","大连路",10,10
"翔殷路","天潼路",42,10
"翔殷路","威宁路",20,17
"翔殷路","娄山关路",65,16
"翔殷路","嫩江路",22,1
"翔殷路","宁国路",1,12
"翔殷路","安亭",9,27
"翔殷路","宋园路",13,18
"翔殷路","宜山路",54,18
"翔殷路","宝安公路",13,20
"翔殷路","宝山路",10,9
"翔殷路","宝杨路",9,18
"翔殷路","富锦路",11,22
"翔殷路","小南门",16,15
"翔殷路","岚皋路",11,13
"翔殷路","川沙",14,23
"翔殷路","巨峰路",2,17
"翔殷路","市光路",104,2
"翔殷路","常熟路",47,15
"翔殷路","广兰路",29,19
"翔殷路","延吉中路",111,2
"翔殷路","延安西路",41,16
"翔殷路","延长路",22,12
"翔殷路","张江高科",48,17
"翔殷路","彭浦新村",2,15
"翔殷路","徐家汇",98,17
"翔殷路","徐泾东",43,22
"翔殷路","御桥",18,19
"翔殷路","惠南",31,24
"翔殷路","惠南东",1,25
"翔殷路","成山路",73,18
"翔殷路","打浦桥",68,16
"翔殷路","提篮桥",1,11
"翔殷路","文井路",3,33
"翔殷路","新场",5,22
"翔殷路","新天地",22,14
"翔殷路","新村路",7,14
"翔殷路","新江湾城",1,13
"翔殷路","新闸路",26,12
"翔殷路","昌平路",31,14
"翔殷路","星中路",8,22
"翔殷路","春申路",3,25
"翔殷路","曲阜路",80,11
"翔殷路","曲阳路",124,7
"翔殷路","曹杨路",67,13
"翔殷路","李子园路",9,17
"翔殷路","杨思",34,19
"翔殷路","杨树浦路",6,11
"翔殷路","杨高中路",13,14
"翔殷路","杨高南路",18,19
"翔殷路","松江体育中心",16,31
"翔殷路","松江大学城",18,29
"翔殷路","松江新城",9,30
"翔殷路","枫桥路",12,14
"翔殷路","桂林路",57,19
"翔殷路","桃浦新村",11,20
"翔殷路","武威路",1,19
"翔殷路","殷高西路",14,12
"翔殷路","民生路",4,15
"翔殷路","水城路",23,20
"翔殷路","汉中路",58,11
"翔殷路","江月路",48,24
"翔殷路","江杨北路",15,21
"翔殷路","江浦公园",2,11
"翔殷路","江浦路",398,4
"翔殷路","江湾体育场",3,10
"翔殷路","江湾镇",5,11
"翔殷路","江苏路",47,15
"翔殷路","汶水路",10,14
"翔殷路","沈杜公路",86,26
"翔殷路","泗泾",10,26
"翔殷路","洞泾",1,28
"翔殷路","浦三路",8,20
"翔殷路","浦东国际机场",14,27
"翔殷路","浦东大道",15,12
"翔殷路","浦江镇",18,23
"翔殷路","浦电路",42,14
"翔殷路","海伦路",46,8
"翔殷路","淞发路",2,14
"翔殷路","淞滨路",2,16
"翔殷路","淞虹路",60,19
"翔殷路","源深体育中心",5,14
"翔殷路","滴水湖",1,28
"翔殷路","漕宝路",64,19
"翔殷路","漕河泾开发区",69,20
"翔殷路","漕溪路",13,19
"翔殷路","潘广路",1,25
"翔殷路","灵岩南路",5,21
"翔殷路","申江路",2,20
"翔殷路","白银路",1,24
"翔殷路","真北路",16,16
"翔殷路","真如",7,15
"翔殷路","石龙路",5,21
"翔殷路","祁华路",1,22
"翔殷路","祁连山南路",9,17
"翔殷路","祁连山路",6,18
"翔殷路","紫藤路",3,23
"翔殷路","罗南新村",5,26
"翔殷路","罗山路",6,18
"翔殷路","美兰湖",2,27
"翔殷路","翔殷路",68,0
"翔殷路","耀华路",55,17
"翔殷路","老西门",52,13
"翔殷路","联航路",7,25
"翔殷路","肇嘉浜路",54,16
"翔殷路","航中路",9,24
"翔殷路","航津路",4,22
"翔殷路","芦恒路",31,22
"翔殷路","花木路",23,17
"翔殷路","花桥",5,30
"翔殷路","芳华路",20,17
"翔殷路","莘庄",90,24
"翔殷路","莲花路",86,22
"翔殷路","蓝村路",8,15
"翔殷路","虹口足球场",216,8
"翔殷路","虹桥1号航站楼",14,21
"翔殷路","虹桥2号航站楼",5,20
"翔殷路","虹桥火车站",78,21
"翔殷路","虹桥路",35,17
"翔殷路","行知路",2,16
"翔殷路","衡山路",18,16
"翔殷路","西藏北路",160,9
"翔殷路","西藏南路",83,15
"翔殷路","豫园",47,12
"翔殷路","赤峰路",12,9
"翔殷路","远东大道",2,25
"翔殷路","通河新村",5,17
"翔殷路","邮电新村",33,7
"翔殷路","醉白池",5,32
"翔殷路","金京路",3,19
"翔殷路","金平路",3,31
"翔殷路","金桥路",4,19
"翔殷路","金沙江西路",4,19
"翔殷路","金沙江路",41,14
"翔殷路","金海路",1,21
"翔殷路","金科路",49,18
"翔殷路","金运路",24,20
"翔殷路","铁力路",4,20
"翔殷路","银都路",7,26
"翔殷路","锦江乐园",42,21
"翔殷路","锦绣路",12,18
"翔殷路","镇坪路",49,12
"翔殷路","长寿路",20,13
"翔殷路","长江南路",13,13
"翔殷路","长清路",10,18
"翔殷路","闵行开发区",6,34
"翔殷路","陆家嘴",125,12
"翔殷路","陆家浜路",82,14
"翔殷路","陕西南路",90,14
"翔殷路","隆德路",8,14
"翔殷路","隆昌路",1,13
"翔殷路","静安寺",122,14
"翔殷路","鞍山新村",223,5
"翔殷路","顾村公园",20,23
"翔殷路","颛桥",21,27
"翔殷路","马当路",36,15
"翔殷路","马陆",5,22
"翔殷路","高科西路",15,18
"翔殷路","高青路",3,20
"翔殷路","鲁班路",39,16
"翔殷路","鹤沙航城",6,20
"翔殷路","黄兴公园",33,1
"翔殷路","黄兴路",205,3
"翔殷路","黄陂南路",68,13
"翔殷路","龙华",3,19
"翔殷路","龙华中路",14,18
"翔殷路","龙柏新村",11,22
"翔殷路","龙溪路",12,21
"翔殷路","龙漕路",17,20
"翔殷路","龙耀路",9,21
"翔殷路","龙阳路",23,16
"耀华路","七宝",60,12
"耀华路","三林",25,4
"耀华路","三林东",35,5
"耀华路","三门路",16,16
"耀华路","上南路",6,5
"耀华路","上大路",13,17
"耀华路","上海体育场",61,5
"耀华路","上海体育馆",81,6
"耀华路","上海儿童医学中心",22,4
"耀华路","上海动物园",22,13
"耀华路","上海南站",31,8
"耀华路","上海图书馆",26,7
"耀华路","上海大学",59,19
"耀华路","上海汽车城",2,23
"耀华路","上海游泳馆",21,7
"耀华路","上海火车站",169,9
"耀华路","上海科技馆",23,7
"耀华路","上海西站",22,13
"耀华路","上海赛车场",17,21
"耀华路","上海野生动物园",13,13
"耀华路","上海马戏城",93,12
"耀华路","世纪公园",41,7
"耀华路","世纪大道",53,6
"耀华路","东安路",222,4
"耀华路","东宝兴路",16,11
"耀华路","东川路",8,18
"耀华路","东方体育中心",31,3
"耀华路","东昌路",18,7
"耀华路","东明路",28,3
"耀华路","东陆路",5,15
"耀华路","东靖路",11,16
"耀华路","中兴路",118,8
"耀华路","中华艺术宫",16,1
"耀华路","中山公园",107,9
"耀华路","中山北路",31,10
"耀华路","中春路",13,13
"耀华路","中潭路",26,10
"耀华路","丰庄",18,14
"耀华路","临平路",26,10
"耀华路","临沂新村",44,3
"耀华路","临港大道",6,17
"耀华路","九亭",53,14
"耀华路","书院",7,16
"耀华路","云台路",76,1
"耀华路","云山路",35,11
"耀华路","云锦路",15,5
"耀华路","五洲大道",7,17
"耀华路","五莲路",26,14
"耀华路","五角场",64,14
"耀华路","交通大学",46,7
"耀华路","人民广场",745,6
"耀华路","伊犁路",67,10
"耀华路","佘山",11,16
"耀华路","兆丰路",2,25
"耀华路","光明路",4,26
"耀华路","共富新村",40,18
"耀华路","共康路",55,15
"耀华路","凌兆新村",137,4
"耀华路","凌空路",2,14
"耀华路","刘行",24,22
"耀华路","创新中路",4,11
"耀华路","剑川路",6,17
"耀华路","北新泾",24,12
"耀华路","北桥",10,16
"耀华路","北洋泾路",19,9
"耀华路","华夏东路",18,12
"耀华路","华夏西路",14,5
"耀华路","华宁路",3,20
"耀华路","南京东路",190,6
"耀华路","南京西路",133,7
"耀华路","南浦大桥",72,3
"耀华路","南翔",40,18
"耀华路","南陈路",25,18
"耀华路","博兴路",24,13
"耀华路","友谊西路",8,20
"耀华路","友谊路",15,21
"耀华路","合川路",60,10
"耀华路","同济大学",45,12
"耀华路","后滩",13,2
"耀华路","周浦东",10,9
"耀华路","呼兰路",27,17
"耀华路","唐镇",38,10
"耀华路","商城路",140,5
"耀华路","嘉善路",36,6
"耀华路","嘉定北",20,23
"耀华路","嘉定新城",13,20
"耀华路","嘉定西",6,22
"耀华路","四川北路",89,8
"耀华路","四平路",57,11
"耀华路","国权路",39,13
"耀华路","国际客运中心",38,8
"耀华路","场中路",48,16
"耀华路","塘桥",26,4
"耀华路","复兴岛",1,14
"耀华路","外环路",17,11
"耀华路","外高桥保税区北",13,21
"耀华路","外高桥保税区南",8,19
"耀华路","大世界",478,5
"耀华路","大华三路",113,13
"耀华路","大场镇",17,15
"耀华路","大木桥路",27,4
"耀华路","大柏树",56,12
"耀华路","大渡河路",34,11
"耀华路","大连路",60,9
"耀华路","天潼路",92,7
"耀华路","威宁路",47,11
"耀华路","娄山关路",117,10
"耀华路","嫩江路",59,18
"耀华路","宁国路",32,11
"耀华路","安亭",6,24
"耀华路","宋园路",45,9
"耀华路","宜山路",124,7
"耀华路","宝安公路",11,19
"耀华路","宝山路",3,10
"耀华路","宝杨路",13,20
"耀华路","富锦路",29,21
"耀华路","小南门",76,4
"耀华路","岚皋路",72,11
"耀华路","川沙",34,13
"耀华路","巨峰路",22,15
"耀华路","市光路",69,19
"耀华路","常熟路",250,6
"耀华路","广兰路",129,9
"耀华路","延吉中路",61,15
"耀华路","延安西路",64,9
"耀华路","延长路",81,11
"耀华路","张华浜",1,17
"耀华路","张江高科",201,7
"耀华路","彭浦新村",105,14
"耀华路","徐家汇",148,6
"耀华路","徐泾东",90,16
"耀华路","御桥",34,7
"耀华路","德平路",29,10
"耀华路","惠南",31,14
"耀华路","惠南东",2,15
"耀华路","成山路",87,1
"耀华路","打浦桥",131,5
"耀华路","提篮桥",26,9
"耀华路","文井路",5,21
"耀华路","新场",13,12
"耀华路","新天地",55,5
"耀华路","新村路",110,12
"耀华路","新江湾城",6,18
"耀华路","新闸路",44,7
"耀华路","昌吉东路",2,22
"耀华路","昌平路",215,8
"耀华路","星中路",25,11
"耀华路","春申路",1,13
"耀华路","曲阜路",140,7
"耀华路","曲阳路",91,11
"耀华路","曹杨路",77,10
"耀华路","李子园路",26,14
"耀华路","杨思",177,2
"耀华路","杨树浦路",58,8
"耀华路","杨高中路",54,7
"耀华路","杨高北路",7,16
"耀华路","杨高南路",184,3
"耀华路","松江体育中心",13,20
"耀华路","松江南站",4,22
"耀华路","松江大学城",21,18
"耀华路","松江新城",9,19
"耀华路","枫桥路",23,11
"耀华路","桂林路",103,8
"耀华路","桃浦新村",16,17
"耀华路","武威路",1,16
"耀华路","武宁路",31,10
"耀华路","殷高东路",3,17
"耀华路","殷高西路",41,14
"耀华路","民生路",31,8
"耀华路","水产路",13,19
"耀华路","水城路",44,11
"耀华路","汉中路",95,8
"耀华路","江月路",184,7
"耀华路","江杨北路",5,23
"耀华路","江浦公园",19,10
"耀华路","江浦路",61,13
"耀华路","江湾体育场",43,15
"耀华路","江湾镇",60,13
"耀华路","江苏路",87,8
"耀华路","汶水路",96,13
"耀华路","沈杜公路",338,9
"耀华路","泗泾",17,15
"耀华路","洞泾",10,17
"耀华路","洲海路",6,18
"耀华路","浦三路",22,6
"耀华路","浦东国际机场",31,17
"耀华路","浦东大道",34,7
"耀华路","浦江镇",132,6
"耀华路","浦电路",111,6
"耀华路","海伦路",52,9
"耀华路","海天三路",4,16
"耀华路","淞发路",7,16
"耀华路","淞滨路",12,18
"耀华路","淞虹路",110,13
"耀华路","港城路",12,22
"耀华路","源深体育中心",31,7
"耀华路","滴水湖",1,18
"耀华路","漕宝路",51,7
"耀华路","漕河泾开发区",184,9
"耀华路","漕溪路",3,8
"耀华路","潘广路",10,23
"耀华路","灵岩南路",45,4
"耀华路","爱国路",11,13
"耀华路","申江路",4,18
"耀华路","白银路",7,21
"耀华路","真北路",33,12
"耀华路","真如",9,12
"耀华路","石龙路",1,9
"耀华路","祁华路",7,20
"耀华路","祁连山南路",33,13
"耀华路","祁连山路",14,15
"耀华路","紫藤路",5,14
"耀华路","罗南新村",11,24
"耀华路","罗山路",20,8
"耀华路","美兰湖",44,25
"耀华路","翔殷路",55,17
"耀华路","耀华路",129,0
"耀华路","老西门",250,4
"耀华路","联航路",108,8
"耀华路","肇嘉浜路",181,5
"耀华路","航中路",6,15
"耀华路","航头东",3,11
"耀华路","航津路",22,20
"耀华路","芦恒路",223,5
"耀华路","花木路",211,7
"耀华路","花桥",8,27
"耀华路","芳华路",229,5
"耀华路","莘庄",87,12
"耀华路","莲花路",78,10
"耀华路","蓝村路",42,5
"耀华路","虹口足球场",254,10
"耀华路","虹桥1号航站楼",23,14
"耀华路","虹桥2号航站楼",26,14
"耀华路","虹桥火车站",107,15
"耀华路","虹桥路",72,8
"耀华路","行知路",69,14
"耀华路","衡山路",13,7
"耀华路","西藏北路",157,9
"耀华路","西藏南路",318,2
"耀华路","豫园",130,5
"耀华路","赤峰路",28,11
"耀华路","远东大道",3,15
"耀华路","通河新村",45,16
"耀华路","邮电新村",14,10
"耀华路","醉白池",6,21
"耀华路","金京路",9,17
"耀华路","金平路",7,19
"耀华路","金桥路",51,12
"耀华路","金沙江西路",15,15
"耀华路","金沙江路",45,10
"耀华路","金海路",12,19
"耀华路","金科路",172,8
"耀华路","金运路",39,16
"耀华路","铁力路",8,22
"耀华路","银都路",8,14
"耀华路","锦江乐园",26,9
"耀华路","锦绣路",137,4
"耀华路","镇坪路",124,10
"耀华路","长寿路",260,9
"耀华路","长江南路",23,15
"耀华路","长清路",97,1
"耀华路","闵行开发区",10,22
"耀华路","陆家嘴",69,7
"耀华路","陆家浜路",267,3
"耀华路","陕西南路",149,6
"耀华路","隆德路",20,9
"耀华路","隆昌路",37,12
"耀华路","静安寺",547,7
"耀华路","鞍山新村",44,12
"耀华路","顾村公园",124,21
"耀华路","颛桥",16,15
"耀华路","马当路",72,4
"耀华路","马陆",8,19
"耀华路","高科西路",59,2
"耀华路","高青路",28,4
"耀华路","鲁班路",94,3
"耀华路","鹤沙航城",24,10
"耀华路","黄兴公园",26,16
"耀华路","黄兴路",77,14
"耀华路","黄陂南路",58,7
"耀华路","龙华",10,6
"耀华路","龙华中路",114,3
"耀华路","龙柏新村",25,13
"耀华路","龙溪路",28,12
"耀华路","龙漕路",5,9
"耀华路","龙耀路",13,4
"耀华路","龙阳路",171,6
"老西门","七宝",80,11
"老西门","三林",61,8
"老西门","三林东",65,9
"老西门","三门路",31,12
"老西门","上南路",15,9
"老西门","上大路",8,14
"老西门","上海体育场",75,6
"老西门","上海体育馆",80,6
"老西门","上海儿童医学中心",8,6
"老西门","上海动物园",122,10
"老西门","上海南站",116,8
"老西门","上海图书馆",164,3
"老西门","上海大学",12,16
"老西门","上海汽车城",14,20
"老西门","上海游泳馆",17,6
"老西门","上海火车站",173,5
"老西门","上海科技馆",22,5
"老西门","上海西站",71,10
"老西门","上海赛车场",21,18
"老西门","上海野生动物园",1,14
"老西门","上海马戏城",90,8
"老西门","世纪公园",33,6
"老西门","世纪大道",61,4
"老西门","东安路",69,5
"老西门","东宝兴路",6,7
"老西门","东川路",23,18
"老西门","东方体育中心",37,7
"老西门","东昌路",57,4
"老西门","东明路",14,7
"老西门","东陆路",27,12
"老西门","东靖路",14,14
"老西门","中兴路",167,4
"老西门","中华艺术宫",60,3
"老西门","中山公园",158,6
"老西门","中山北路",95,6
"老西门","中春路",17,12
"老西门","中潭路",36,6
"老西门","丰庄",22,11
"老西门","临平路",41,6
"老西门","临沂新村",10,7
"老西门","临港大道",1,18
"老西门","九亭",90,13
"老西门","书院",2,17
"老西门","云台路",52,5
"老西门","云山路",27,9
"老西门","云锦路",13,8
"老西门","五洲大道",7,15
"老西门","五莲路",10,12
"老西门","五角场",130,10
"老西门","交通大学",246,4
"老西门","人民广场",700,2
"老西门","伊犁路",225,7
"老西门","佘山",42,15
"老西门","兆丰路",13,22
"老西门","光明路",6,23
"老西门","共富新村",90,14
"老西门","共康路",126,11
"老西门","凌兆新村",133,8
"老西门","凌空路",8,15
"老西门","刘行",12,19
"老西门","创新中路",3,12
"老西门","剑川路",13,17
"老西门","北新泾",65,9
"老西门","北桥",12,16
"老西门","北洋泾路",7,7
"老西门","华夏东路",14,13
"老西门","华夏中路",1,8
"老西门","华夏西路",19,9
"老西门","华宁路",16,20
"老西门","南京东路",386,2
"老西门","南京西路",103,3
"老西门","南浦大桥",45,3
"老西门","南翔",70,15
"老西门","南陈路",12,15
"老西门","博兴路",34,11
"老西门","友谊西路",12,16
"老西门","友谊路",20,17
"老西门","合川路",49,9
"老西门","同济大学",113,8
"老西门","后滩",4,6
"老西门","周浦东",12,10
"老西门","呼兰路",31,13
"老西门","唐镇",24,11
"老西门","商城路",107,3
"老西门","嘉善路",60,4
"老西门","嘉定北",39,20
"老西门","嘉定新城",24,17
"老西门","嘉定西",18,19
"老西门","四川北路",211,4
"老西门","四平路",96,7
"老西门","国权路",134,9
"老西门","国际客运中心",23,4
"老西门","场中路",20,13
"老西门","塘桥",106,4
"老西门","复兴岛",4,11
"老西门","外环路",47,11
"老西门","外高桥保税区北",12,19
"老西门","外高桥保税区南",6,17
"老西门","大世界",190,1
"老西门","大华三路",31,10
"老西门","大场镇",5,12
"老西门","大木桥路",82,4
"老西门","大柏树",51,8
"老西门","大渡河路",29,8
"老西门","大连路",51,6
"老西门","天潼路",206,3
"老西门","威宁路",46,8
"老西门","娄山关路",119,7
"老西门","嫩江路",85,14
"老西门","宁国路",66,8
"老西门","安亭",13,21
"老西门","宋园路",130,6
"老西门","宜山路",87,6
"老西门","宝安公路",39,15
"老西门","宝山路",4,6
"老西门","宝杨路",13,16
"老西门","富锦路",44,17
"老西门","小南门",33,2
"老西门","岚皋路",15,8
"老西门","川沙",31,14
"老西门","巨峰路",43,13
"老西门","市光路",102,15
"老西门","常熟路",22,3
"老西门","广兰路",59,10
"老西门","延吉中路",94,11
"老西门","延安西路",75,6
"老西门","延长路",106,7
"老西门","张华浜",1,13
"老西门","张江高科",73,8
"老西门","彭浦新村",166,10
"老西门","徐家汇",178,5
"老西门","徐泾东",157,13
"老西门","御桥",28,10
"老西门","德平路",13,8
"老西门","惠南",23,15
"老西门","惠南东",1,16
"老西门","成山路",471,5
"老西门","打浦桥",208,3
"老西门","提篮桥",35,5
"老西门","文井路",3,21
"老西门","新场",12,13
"老西门","新天地",129,1
"老西门","新村路",42,9
"老西门","新江湾城",50,14
"老西门","新闸路",50,3
"老西门","昌吉东路",4,19
"老西门","昌平路",16,5
"老西门","星中路",33,10
"老西门","春申路",9,13
"老西门","曲阜路",166,3
"老西门","曲阳路",165,7
"老西门","曹杨路",113,7
"老西门","李子园路",45,11
"老西门","杨思",235,6
"老西门","杨树浦路",13,6
"老西门","杨高中路",81,5
"老西门","杨高北路",31,14
"老西门","杨高南路",45,7
"老西门","松江体育中心",15,19
"老西门","松江南站",5,21
"老西门","松江大学城",41,17
"老西门","松江新城",10,18
"老西门","枫桥路",83,8
"老西门","桂林路",101,7
"老西门","桃浦新村",56,14
"老西门","武威路",8,13
"老西门","武宁路",7,7
"老西门","殷高东路",11,13
"老西门","殷高西路",54,10
"老西门","民生路",14,6
"老西门","水产路",17,15
"老西门","水城路",176,8
"老西门","汉中路",82,4
"老西门","江月路",121,11
"老西门","江杨北路",5,19
"老西门","江浦公园",49,7
"老西门","江浦路",84,9
"老西门","江湾体育场",197,11
"老西门","江湾镇",64,9
"老西门","江苏路",117,5
"老西门","汶水路",77,9
"老西门","沈杜公路",284,13
"老西门","泗泾",55,14
"老西门","洞泾",11,16
"老西门","洲海路",5,16
"老西门","浦三路",31,10
"老西门","浦东国际机场",17,18
"老西门","浦东大道",28,5
"老西门","浦江镇",89,10
"老西门","浦电路",56,5
"老西门","海伦路",166,5
"老西门","海天三路",3,17
"老西门","淞发路",11,12
"老西门","淞滨路",18,14
"老西门","淞虹路",121,10
"老西门","港城路",5,20
"老西门","源深体育中心",12,5
"老西门","滴水湖",5,19
"老西门","漕宝路",63,7
"老西门","漕河泾开发区",99,8
"老西门","漕溪路",17,7
"老西门","潘广路",8,20
"老西门","灵岩南路",44,8
"老西门","爱国路",14,10
"老西门","申江路",8,16
"老西门","白银路",20,18
"老西门","真北路",34,9
"老西门","真如",42,9
"老西门","石龙路",41,9
"老西门","祁连山南路",31,10
"老西门","祁连山路",41,12
"老西门","紫藤路",28,11
"老西门","罗南新村",5,21
"老西门","罗山路",11,9
"老西门","美兰湖",18,22
"老西门","翔殷路",41,13
"老西门","耀华路",284,4
"老西门","老西门",123,0
"老西门","联航路",84,12
"老西门","肇嘉浜路",56,4
"老西门","航中路",117,12
"老西门","航头东",2,12
"老西门","航津路",9,18
"老西门","芦恒路",205,9
"老西门","花木路",61,8
"老西门","花桥",6,24
"老西门","芳华路",81,8
"老西门","莘庄",137,12
"老西门","莲花路",145,10
"老西门","蓝村路",50,5
"老西门","虹口足球场",254,6
"老西门","虹桥1号航站楼",64,11
"老西门","虹桥2号航站楼",81,11
"老西门","虹桥火车站",253,12
"老西门","虹桥路",206,5
"老西门","行知路",28,11
"老西门","衡山路",8,4
"老西门","西藏北路",231,5
"老西门","西藏南路",189,2
"老西门","豫园",172,1
"老西门","赤峰路",32,7
"老西门","远东大道",4,16
"老西门","通河新村",130,12
"老西门","邮电新村",99,6
"老西门","醉白池",8,20
"老西门","金京路",18,15
"老西门","金平路",19,19
"老西门","金桥路",21,10
"老西门","金沙江西路",12,12
"老西门","金沙江路",66,7
"老西门","金海路",23,17
"老西门","金科路",49,9
"老西门","金运路",44,13
"老西门","铁力路",9,18
"老西门","银都路",9,14
"老西门","锦江乐园",65,9
"老西门","锦绣路",37,8
"老西门","镇坪路",54,7
"老西门","长寿路",34,6
"老西门","长江南路",58,11
"老西门","长清路",77,5
"老西门","闵行开发区",11,22
"老西门","陆家嘴",258,3
"老西门","陆家浜路",103,1
"老西门","陕西南路",439,2
"老西门","隆德路",47,6
"老西门","隆昌路",35,9
"老西门","静安寺",219,4
"老西门","鞍山新村",70,8
"老西门","顾村公园",70,18
"老西门","颛桥",17,15
"老西门","马当路",64,2
"老西门","马陆",16,16
"老西门","高科西路",30,6
"老西门","高青路",15,8
"老西门","鲁班路",128,3
"老西门","鹤沙航城",36,11
"老西门","黄兴公园",38,12
"老西门","黄兴路",76,10
"老西门","黄陂南路",29,3
"老西门","龙华",25,7
"老西门","龙华中路",32,6
"老西门","龙柏新村",157,10
"老西门","龙溪路",107,9
"老西门","龙漕路",40,8
"老西门","龙耀路",13,8
"老西门","龙阳路",64,7
"联航路","七宝",45,16
"联航路","三林",28,6
"联航路","三林东",20,7
"联航路","三门路",6,24
"联航路","上南路",12,7
"联航路","上大路",9,22
"联航路","上海体育场",34,12
"联航路","上海体育馆",21,11
"联航路","上海儿童医学中心",10,12
"联航路","上海动物园",13,17
"联航路","上海南站",21,13
"联航路","上海图书馆",6,12
"联航路","上海大学",15,24
"联航路","上海汽车城",2,27
"联航路","上海游泳馆",77,9
"联航路","上海火车站",85,17
"联航路","上海科技馆",9,14
"联航路","上海西站",11,17
"联航路","上海赛车场",15,25
"联航路","上海野生动物园",3,15
"联航路","上海马戏城",32,20
"联航路","世纪公园",9,13
"联航路","世纪大道",48,14
"联航路","东安路",35,12
"联航路","东宝兴路",6,19
"联航路","东方体育中心",18,5
"联航路","东昌路",7,15
"联航路","东明路",9,10
"联航路","东陆路",1,23
"联航路","东靖路",3,24
"联航路","中兴路",39,16
